dataset,subject,session,task,stage,n_trials,mu_ERD_CV_contra,beta_ERD_CV_contra,mu_onset_latency_mean,mu_onset_latency_SD,beta_onset_latency_mean,beta_onset_latency_SD
Liu2024,41,0,T2,mid,7,2.442735368411848,1.3746131465914309,0.9392857142857144,0.7067335124734507,0.6303571428571428,0.1980774946266006
Liu2024,41,0,T2,late,7,2.8548329843904656,1.080209718156131,0.8419642857142857,0.5321233817145672,0.7479166666666667,0.3032091091786144
Liu2024,42,0,T1,early,6,1.7927782942681798,2.528195901535136,0.8197916666666667,0.4056793534889621,0.61875,0.0814900300650331
Liu2024,42,0,T1,mid,7,10.250810181152357,3.978340150811764,0.7044642857142857,0.3119050458922734,0.6,0.1096276843076905
Liu2024,42,0,T1,late,7,2.7337479289291533,1.1484580104702882,0.7625000000000001,0.2794685645496261,0.6116071428571429,0.1422643952760679
Liu2024,42,0,T2,early,6,2.3058908585841054,1.0890224592657831,0.7625000000000001,0.2759453448299741,0.6052083333333333,0.1515723436093214
Liu2024,42,0,T2,mid,7,1.952562830081502,8.317404108527528,0.7598214285714285,0.5705168507948002,0.7875,0.5098472285190647
Liu2024,42,0,T2,late,7,6.102771074189068,2.37301064611748,0.6410714285714285,0.1298976736213735,0.5989583333333333,0.1272923486070112
Liu2024,43,0,T1,early,6,4.202283971516931,1.2074837469065365,0.6104166666666667,0.0719579834965439,0.6427083333333333,0.1073725423337932
Liu2024,43,0,T1,mid,7,13.102430771094395,9.21730076902509,0.8321428571428571,0.2816055009463865,0.5848214285714286,0.0839760504001964
Liu2024,43,0,T1,late,7,1.8549248518164756,24.881553526013057,1.0916666666666666,0.5604089218795703,0.6151785714285714,0.0919686198701292
Liu2024,43,0,T2,early,6,1.3389980093843008,2.9093760744050923,0.6802083333333333,0.1884841072360095,0.6512499999999999,0.1281112797531896
Liu2024,43,0,T2,mid,7,6.368984310669664,1.5545990214310523,1.08125,0.4913178494281137,0.5750000000000001,0.0515388203202207
Liu2024,43,0,T2,late,7,7.434981457285719,4.633684721462067,0.925,0.5805343136160982,0.7616071428571428,0.1399309687682043
Liu2024,44,0,T1,early,6,12.26386434416814,7.5564612571906675,0.7437499999999999,0.2449223941714327,0.7197916666666667,0.2312335767441417
Liu2024,44,0,T1,mid,7,6.059098380023796,5.172937293242099,0.9017857142857144,0.4990584246603696,0.6669642857142858,0.1251657064919646
Liu2024,44,0,T1,late,7,17.39339212180797,2.809815799026796,0.7642857142857142,0.3787861587777894,0.6214285714285716,0.0983602810994315
Liu2024,44,0,T2,early,6,11.21573972774228,3.6105582936297984,1.4125,0.8240050819018047,0.6291666666666667,0.1195513894616964
Liu2024,44,0,T2,mid,7,1.2752137372573085,1.754670694953503,0.5526785714285715,0.0622187549649441,0.8339285714285714,0.4073386120882222
Liu2024,44,0,T2,late,7,7.090108666016508,5.2089822910933705,0.8821428571428572,0.5490091375954187,0.8169642857142857,0.5994669719927898
Liu2024,45,0,T1,early,6,2.9418299589382144,83.70811035391782,0.8333333333333334,0.322540103019075,0.6229166666666667,0.1170195555831968
Liu2024,45,0,T1,mid,7,7.532534020727339,1.5733658290336878,0.6321428571428572,0.1872447241838708,0.6098214285714285,0.1127406722690328
Liu2024,45,0,T1,late,7,3.0405031622643555,3.8896846731910246,0.8973214285714285,0.3018702333041501,0.5830357142857142,0.0679510628230015
Liu2024,45,0,T2,early,6,1.5249737019274894,3.2449313192864326,0.7322916666666667,0.26564133936674,0.6145833333333334,0.0777839779274769
Liu2024,45,0,T2,mid,7,16.624610981838675,1.037166675133939,1.0464285714285717,0.4430371178074158,0.8098214285714286,0.3732676824413038
Liu2024,45,0,T2,late,7,2.15167666858916,6.706571346020718,0.63125,0.153675214099644,0.7955357142857143,0.2388522192759808
Liu2024,46,0,T1,early,6,1.353687053367542,3.5204126671141296,0.5697916666666668,0.0576692105652767,0.921875,0.6814387162161637
Liu2024,46,0,T1,mid,7,3.199300508247941,2.1381465326241287,1.01875,0.4944558697627698,0.5696428571428571,0.0742844264998267
Liu2024,46,0,T1,late,7,5.472906707388777,1.6874731631076112,1.1151785714285716,0.6317656764164694,0.9232142857142858,0.6350593536458315
Liu2024,46,0,T2,early,6,4.632767600352855,4.371470081548461,0.7489583333333334,0.1910571149697272,0.5510416666666665,0.0556000256045104
Liu2024,46,0,T2,mid,7,9.967083555425011,3.037048602588534,0.6885416666666666,0.1695742472995891,0.6696428571428571,0.1219918657375255
Liu2024,46,0,T2,late,7,3.244899083798736,3.776398823046548,0.8026785714285715,0.234041003515475,0.8205357142857143,0.3020708711949727
Liu2024,47,0,T1,early,6,1.194630008756368,2.5305191065539296,0.7291666666666666,0.1664451653114489,0.6916666666666668,0.1916779887960244
Liu2024,47,0,T1,mid,7,2.461219422854179,305.88615522015897,0.6553571428571427,0.1760310370940538,0.6383928571428571,0.1946674296415949
Liu2024,47,0,T1,late,7,1.5555895283598242,2.438328189950295,0.7651785714285714,0.2867197709276713,0.7303571428571428,0.2777747307089112
Liu2024,47,0,T2,early,6,2.6935637234288854,2.0828867460569387,0.8489583333333334,0.4528902648698566,1.0229166666666665,0.5485025384829337
Liu2024,47,0,T2,mid,7,24.73714756548006,1.5301508075701102,0.7357142857142858,0.2573195077751251,0.5651785714285714,0.0585213200291926
Liu2024,47,0,T2,late,7,2.6458549551017447,5.077098037227818,0.9678571428571427,0.5254083081814775,0.7910714285714285,0.4220599084567623
Liu2024,48,0,T1,early,6,3.2700000517931462,3.335764658324705,1.30875,0.873799176012429,0.5739583333333332,0.0820804250753829
Liu2024,48,0,T1,mid,7,1.1615660500142135,11.609564881021692,0.9642857142857144,0.6194099500528626,0.6364583333333333,0.0860305682914832
Liu2024,48,0,T1,late,7,8.162962364512559,4.115422751958128,0.7357142857142857,0.2590270748593746,0.6223214285714286,0.1352022766533348
Liu2024,48,0,T2,early,6,3.16878061859643,4.403842411677949,0.6900000000000001,0.2179664538409523,0.7447916666666666,0.183903587550349
Liu2024,48,0,T2,mid,7,7.480153758173249,3.055350439957416,0.6229166666666667,0.1986499573510035,0.6339285714285714,0.1438026744663445
Liu2024,48,0,T2,late,7,1.9214081691733291,1.3137780393126235,0.817857142857143,0.2450498439509973,0.8428571428571429,0.4651520077416871
Liu2024,49,0,T1,early,6,1.19464766557254,2.530529026201947,0.7291666666666666,0.1664451653114489,0.6916666666666668,0.1916779887960244
Liu2024,49,0,T1,mid,7,2.4611698151854826,304.0350324168565,0.6553571428571427,0.1760310370940538,0.6383928571428571,0.1946674296415949
Liu2024,49,0,T1,late,7,1.555585974911042,2.4383371433240293,0.7651785714285714,0.2867197709276713,0.7303571428571428,0.2777747307089112
Liu2024,49,0,T2,early,6,2.6934882081932465,2.082906649629532,0.8489583333333334,0.4528902648698566,1.0229166666666665,0.5485025384829337
Liu2024,49,0,T2,mid,7,24.73707983521512,1.5301492236858034,0.7357142857142858,0.2573195077751251,0.5651785714285714,0.0585213200291926
Liu2024,49,0,T2,late,7,2.645854861644038,5.077098067756232,0.9678571428571427,0.5254083081814775,0.7910714285714285,0.4220599084567623
Liu2024,50,0,T1,early,6,5.911435942556741,2.640101844581165,0.609375,0.1313863379186232,0.7666666666666666,0.2083437497395963
Liu2024,50,0,T1,mid,7,3.767338641763321,2.01113332780912,0.86875,0.5468065433344168,0.8214285714285714,0.4009037939965352
Liu2024,50,0,T1,late,7,4.321713037303043,1.1385531357321874,0.6285714285714287,0.1938754531304327,0.6464285714285715,0.0685351466514124
Liu2024,50,0,T2,early,6,3.14223101024292,43.0628916472563,0.6979166666666666,0.2925433253762974,0.5499999999999999,0.0411425367877739
Liu2024,50,0,T2,mid,7,1.0235467748932865,3.428491377137797,1.15,0.6341649458708899,0.6473214285714286,0.103932560060918
Liu2024,50,0,T2,late,7,2.2386168059673226,4.400099478627825,0.8919642857142857,0.3851413569014866,0.6232142857142857,0.0960558271984344
Cho2017,1,0,T1,early,33,3.931111499475991,2282.800356686778,0.559475806451613,0.08188909580308242,0.6810606060606061,0.37295999679012937
Cho2017,1,0,T1,mid,33,4.317540488231612,3.5322330165381177,0.7424999999999999,0.6356845063918631,0.62109375,0.15964858564496429
Cho2017,1,0,T1,late,34,5.390813534582008,12.718771904007403,0.7492647058823528,0.5485080966919981,0.600735294117647,0.19580131305867624
Cho2017,1,0,T2,early,33,55.46404267608493,3.23557289758665,0.5735887096774195,0.143611518828646,0.6791015625,0.28824889458926567
Cho2017,1,0,T2,mid,33,18.71452794376395,7.351447115360647,0.6489224137931034,0.4482877775273161,0.8174242424242425,0.5151326450420924
Cho2017,1,0,T2,late,34,8.083273325639677,11.471334526954662,0.7087121212121213,0.43746466143517393,0.7003676470588235,0.4103608223765063
Cho2017,2,0,T1,early,33,1.9057812830847372,13.435018338888815,0.5746093750000001,0.20954946963571483,0.7106060606060606,0.31176232953130206
Cho2017,2,0,T1,mid,33,21.808198420938144,7.382754854207413,0.7828125,0.3835706777684525,0.6707661290322581,0.4328246354615631
Cho2017,2,0,T1,late,34,4.2515470100029,4.159435565839826,0.7444852941176471,0.31644482455812006,0.7490808823529411,0.4355237200629339
Cho2017,2,0,T2,early,33,7.344414992777957,9.347260261390906,0.7151515151515151,0.4247799962627442,0.6736742424242425,0.20621704038618682
Cho2017,2,0,T2,mid,33,10.837762585737341,14.195702929038779,0.7693359375,0.406959594745438,0.5965909090909091,0.1268153306945716
Cho2017,2,0,T2,late,34,4.099054922707007,6.946051907187079,0.6435661764705882,0.23530079551645114,0.8288602941176471,0.5347119351987865
Cho2017,3,0,T1,early,33,3.2151264388776593,1.2400934385221416,0.6443181818181818,0.17861103702797698,0.5931818181818181,0.14502778303221653
Cho2017,3,0,T1,mid,33,9.234688424967532,1.7847694429697534,0.6731060606060606,0.41017620488538603,0.6865530303030303,0.2695311990541068
Cho2017,3,0,T1,late,34,4.137523062109493,1.0443446707145372,0.7700757575757576,0.46089955885387746,0.6292279411764706,0.15369021276158876
Cho2017,3,0,T2,early,33,76.86436755149958,4.41386155132661,0.8151515151515152,0.47807277220942773,0.621969696969697,0.13990765024428747
Cho2017,3,0,T2,mid,33,10.547238607749808,1.1971387824904638,0.7335227272727272,0.40764131851325947,0.6431640625,0.29018514839516013
Cho2017,3,0,T2,late,34,5.070456493356955,2.429579263199489,0.711764705882353,0.28575945600364955,0.6292279411764706,0.13245872508688736
Cho2017,4,0,T1,early,33,4.030031655605913,3.293334518547549,0.7761363636363636,0.601826950522038,0.6276515151515151,0.2066830297107907
Cho2017,4,0,T1,mid,33,2.630803458761937,20.086957950231483,0.6223484848484848,0.33251804997369744,0.7708984375,0.5385835947308306
Cho2017,4,0,T1,late,34,1.627905628275473,2.4946520284194946,0.6869485294117647,0.51568987481153,0.7097426470588235,0.5014047160569689
Cho2017,4,0,T2,early,33,4.596691678667478,2.0948386152300484,0.7375,0.5041066704143579,0.6164772727272727,0.19175610262143417
Cho2017,4,0,T2,mid,33,21.185102968916127,16.832771297467715,0.7670454545454546,0.4206756175565819,0.6950757575757576,0.46318989693691076
Cho2017,4,0,T2,late,34,3.049068045625013,5.153924461973315,0.6181985294117647,0.36271345023741736,0.6352941176470588,0.3134503283580205
Cho2017,5,0,T1,early,33,0.6672442025348388,1.9192455430673032,0.5956439393939394,0.17982054427981037,0.6585227272727273,0.15743729347715066
Cho2017,5,0,T1,mid,33,0.6556924496927314,1.0326921555570732,0.5683712121212121,0.12973913397036085,0.6009469696969696,0.11414123955247218
Cho2017,5,0,T1,late,34,0.8653911090586482,0.7611828618711524,0.6534926470588234,0.33675432049552806,0.6533088235294118,0.18788707163307222
Cho2017,5,0,T2,early,33,0.6923649434021208,1.05110771720439,0.6640151515151516,0.3052376988524429,0.6450757575757576,0.20556162429306166
Cho2017,5,0,T2,mid,33,0.5298049597362511,0.7464376469764955,0.6001893939393939,0.16072371869499485,0.6149621212121212,0.17122511012677055
Cho2017,5,0,T2,late,34,0.8499860912605343,0.920217530889527,0.6253676470588235,0.20397554491623607,0.5944852941176471,0.1659958023607347
Cho2017,6,0,T1,early,33,6.040896628985279,1.7444703692504895,0.7986742424242425,0.3202773034090482,0.77890625,0.38599363837657674
Cho2017,6,0,T1,mid,33,1.165129361918433,2.0295333238033955,0.6377016129032256,0.16407029644276835,0.6416015625,0.1859743226078095
Cho2017,6,0,T1,late,34,2.5676446393293437,2.034855983203492,0.781060606060606,0.3504815574099173,0.7338235294117647,0.37826433883542615
Cho2017,6,0,T2,early,33,2.5976195869987246,3.081690872307269,0.755859375,0.2705063317874637,0.687121212121212,0.24314921781861337
Cho2017,6,0,T2,mid,33,2.929167843889817,16.329778191780836,0.7390151515151515,0.2599170827820802,0.7170454545454545,0.32733815370848274
Cho2017,6,0,T2,late,34,9.124091950961327,12.919378643964485,0.7821691176470589,0.29978596973377764,0.6525735294117648,0.2931475269119664
Cho2017,7,0,T1,early,40,3.5120061437346664,20.525201200500085,0.6863486842105263,0.2750928942353746,0.66625,0.24051458505670711
Cho2017,7,0,T1,mid,40,2.010829137919212,8.156768682916939,0.6931089743589743,0.3566582649151445,0.6621710526315789,0.2138162955459598
Cho2017,7,0,T1,late,40,1.7974923386811141,2.643806458341484,0.8378289473684211,0.593244153233945,0.6642187500000001,0.2461817303049467
Cho2017,7,0,T2,early,40,9.326972841132203,4.967128147659941,0.7863782051282051,0.4307233215386546,0.6929487179487179,0.2800783268391594
Cho2017,7,0,T2,mid,40,4.047260808852473,2.803582012809237,0.6642187500000001,0.25920170227245326,0.6858552631578948,0.3434438954391305
Cho2017,7,0,T2,late,40,2.0265430989849227,4.776660917693677,0.67671875,0.2543642023967553,0.59015625,0.12089257482756126
Cho2017,8,0,T1,early,33,8.86793559513772,3.735756308894072,0.8200757575757575,0.4504883649863362,0.6841796874999999,0.2492909102770844
Cho2017,8,0,T1,mid,33,2.9783607471436144,60.27719764647481,0.9073863636363637,0.4877195857085776,0.7263257575757576,0.3722683257839724
Cho2017,8,0,T1,late,34,2.432295606330375,3.4880099409292753,0.9698863636363637,0.5741624634502518,0.6301136363636365,0.2238843053064114
Cho2017,8,0,T2,early,33,73.84256016000221,16.01872404942225,0.934375,0.5718515193266955,0.6575757575757577,0.19566658101846718
Cho2017,8,0,T2,mid,33,3.1042807033327953,21.06830167524791,0.7570075757575758,0.33177223547260054,0.8003787878787879,0.4715232092090199
Cho2017,8,0,T2,late,34,9.82737403653308,5.318675144033713,0.7354779411764705,0.4943679133040339,0.6700367647058825,0.2390371089541955
Cho2017,9,0,T1,early,40,2.407960738107271,15.268168168371004,0.7200320512820514,0.2949466878135818,0.6524038461538461,0.16584703540272813
Cho2017,9,0,T1,mid,40,1.6705823637276571,3.275107464784312,0.64921875,0.17543577161154306,0.66390625,0.2380482467346431
Cho2017,9,0,T1,late,40,2.083626227266906,4.505473530565773,0.63859375,0.2704664933470272,0.6274038461538461,0.14817002983605476
Cho2017,9,0,T2,early,40,1.8650406878711792,21.392803045046684,0.7109375,0.20626775491760704,0.7464062499999999,0.38077810831695347
Cho2017,9,0,T2,mid,40,1.4739146728059256,5.350990308960176,0.732852564102564,0.34544807264024685,0.6426282051282052,0.21458195696691926
Cho2017,9,0,T2,late,40,2.7973987211298943,3.250868267362518,0.91046875,0.5788819158178441,0.6135937499999999,0.15306687353388226
Cho2017,10,0,T1,early,33,2.077237226623738,3.023330716938878,0.6933712121212121,0.40613471381078364,0.5880681818181818,0.1004295183413222
Cho2017,10,0,T1,mid,33,17.061771516147616,6.521384973258832,0.6830078125,0.2794527400533762,0.6804924242424243,0.3167430040654822
Cho2017,10,0,T1,late,34,1.5462057557727409,3.0627024472260174,0.6145220588235294,0.3295625742135048,0.6051470588235294,0.14700964251146753
Cho2017,10,0,T2,early,33,2.29393650922362,2.8230307720104957,0.7160984848484848,0.37123434534586236,0.6577651515151515,0.25208895390223374
Cho2017,10,0,T2,mid,33,11.553017693862476,3.3223132955478154,0.8435546875,0.4680502182190522,0.64375,0.1925211519272465
Cho2017,10,0,T2,late,34,1.7761374518087947,3.2500455803822548,0.5845588235294119,0.19450892217196172,0.6647058823529413,0.26255200094589265
Cho2017,11,0,T1,early,33,3.6105825517630947,12.484544090887773,0.7259469696969697,0.4259351376747037,0.7053030303030303,0.3203082130611915
Cho2017,11,0,T1,mid,33,4.082962334811096,29.00551167389417,0.7582661290322581,0.47306052234821966,0.7416666666666666,0.40840096842453866
Cho2017,11,0,T1,late,34,3.7984562831212307,6.3475906701571505,0.7812500000000001,0.3785219710608059,0.7334558823529411,0.32828823794233064
Cho2017,11,0,T2,early,33,6.749405076702193,4.281980861017922,0.7098790322580646,0.3293473744059542,0.6814393939393939,0.36308235891765445
Cho2017,11,0,T2,mid,33,51.11240825894183,17.851412644205787,0.7267578125,0.35705854783157037,0.6831439393939395,0.3090165119540358
Cho2017,11,0,T2,late,34,13.410607433000168,3.405266184368612,0.6649621212121213,0.18235322160256395,0.7862132352941177,0.42791168314831857
Cho2017,12,0,T1,early,33,40.611780999389104,208.86423226391526,0.7514112903225807,0.4770427998161167,0.7392045454545455,0.32865540726080117
Cho2017,12,0,T1,mid,33,7.246577381805216,2.279680339704622,0.8528409090909093,0.5954572562394923,0.6606060606060606,0.1782403258276528
Cho2017,12,0,T1,late,34,2.87864154887003,3.5707971195178763,0.6475378787878787,0.3750124347494528,0.671590909090909,0.34017629574984004
Cho2017,12,0,T2,early,33,3.0561849443816334,4.112144852557016,0.7295833333333331,0.3232079331569006,0.5873106060606061,0.12879177801583908
Cho2017,12,0,T2,mid,33,287.6951003568681,2.2202732289166094,0.680859375,0.40881682336758035,0.6517578125,0.23046866724045126
Cho2017,12,0,T2,late,34,1.8540129891002344,2.232828080268621,0.6363636363636364,0.3034151202442579,0.661029411764706,0.24898718934611375
Cho2017,13,0,T1,early,33,3.750204174488259,11.715969441627342,0.6328125,0.15226159643849793,0.6948863636363636,0.37000606102175876
Cho2017,13,0,T1,mid,33,3.0764181782264806,6.034177068939384,0.6748106060606059,0.31649897691384643,0.653125,0.23101761972845272
Cho2017,13,0,T1,late,34,125.47366019379928,3.9008275853247762,0.65,0.25820519335404546,0.6225378787878788,0.17099682259599064
Cho2017,13,0,T2,early,33,1.9782368666896544,6.61267970521658,0.5755859375,0.10852751324144073,0.6316287878787877,0.3187144936921443
Cho2017,13,0,T2,mid,33,5.083620612843756,13.348017114308057,0.625,0.22293879102896055,0.6039062500000001,0.1455034867226126
Cho2017,13,0,T2,late,34,1.837479873173745,4.003723505262198,0.6090909090909091,0.21266198655005547,0.6295955882352942,0.16486060304517475
Cho2017,14,0,T1,early,33,0.6375527986426194,1.8264212486965934,0.6507575757575758,0.2105399667382016,0.6195075757575758,0.1457312216299562
Cho2017,14,0,T1,mid,33,0.6172855462832625,1.6824507099725035,0.603030303030303,0.15533536248807644,0.5789772727272728,0.11382654540139803
Cho2017,14,0,T1,late,34,0.7123566147945511,1.7029466012319088,0.5455882352941177,0.09379324262222571,0.6136363636363636,0.19591262828135964
Cho2017,14,0,T2,early,33,0.7193742469931155,1.0686085375747827,0.6704545454545454,0.26106331560000173,0.6331439393939393,0.21375789042944074
Cho2017,14,0,T2,mid,33,0.7413532648826263,1.074324949514348,0.73125,0.39286234270097714,0.6314393939393939,0.1742033058855396
Cho2017,14,0,T2,late,34,1.5298684637704876,1.394855315572443,0.6480468749999999,0.28828204395215873,0.6018382352941176,0.18294422046833883
Cho2017,15,0,T1,early,33,2.1906770412899434,6.505519147652815,0.7423387096774193,0.28384204168972776,0.6526515151515152,0.3401691253793334
Cho2017,15,0,T1,mid,33,41.68557822129411,6.8966804821325525,0.669921875,0.2931361500911042,0.6888257575757576,0.21526035579256397
Cho2017,15,0,T1,late,34,5.0182467279930965,3.417965186626699,0.7522727272727272,0.43641862619107064,0.5904411764705884,0.1190904108295756
Cho2017,15,0,T2,early,33,2.9649779174102724,8.539065809858519,0.7818181818181819,0.4616324880934626,0.756640625,0.4318325365226773
Cho2017,15,0,T2,mid,33,4.553837462562234,4.026376096180013,0.7999999999999999,0.49373201923531534,0.6259765625,0.15247878130270648
Cho2017,15,0,T2,late,34,3.177182466174123,2.1523027542275868,0.6056985294117646,0.16723425780363152,0.673345588235294,0.27859988713725153
Cho2017,16,0,T1,early,33,10.452985336145023,3.2095284343778743,0.759469696969697,0.4398559972583648,0.6024621212121212,0.11425337540952633
Cho2017,16,0,T1,mid,33,4.280899847852906,3.7898767097176296,0.802734375,0.44389285085154206,0.650189393939394,0.18706062692369882
Cho2017,16,0,T1,late,34,266.12395158577505,29.93600387606112,0.8935661764705882,0.5660173632912203,0.7544117647058823,0.3613302927375824
Cho2017,16,0,T2,early,33,2.893836593952203,16.775483346743986,0.7236328125,0.36755544854003297,0.64453125,0.19658802248849622
Cho2017,16,0,T2,mid,33,4.999002756279115,38.095233529170514,0.9173387096774194,0.47477899590564643,0.6526515151515152,0.1691530701290046
Cho2017,16,0,T2,late,34,28.340870779120763,7.142137782583959,0.8755859375,0.4684774191187031,0.613235294117647,0.16117791299268705
Cho2017,17,0,T1,early,33,4.260393849059547,10.68002979740909,0.8501953124999999,0.35798127970419397,0.703030303030303,0.29642408424095706
Cho2017,17,0,T1,mid,33,7.536914425446859,11.603600395181921,0.7715909090909091,0.3367735268725911,0.6492424242424243,0.19248891629689577
Cho2017,17,0,T1,late,34,4.762505636922463,11.213340626857754,0.7141544117647057,0.3495247193916769,0.6456439393939395,0.15024825454417792
Cho2017,17,0,T2,early,33,8.15928232728337,2.7697249609309216,0.9375,0.6098563075914613,0.6967803030303031,0.2040262419765156
Cho2017,17,0,T2,mid,33,3.6024637397638504,3.675127298778665,0.7748106060606061,0.44588417876435127,0.6384469696969698,0.14557163650400315
Cho2017,17,0,T2,late,34,30.299946270367045,9.298547687370876,0.7399621212121213,0.3831004502798076,0.6474264705882353,0.21965734954941224
Cho2017,18,0,T1,early,33,11.19728750474088,2.640401727949775,0.84140625,0.4066817117211413,0.6415322580645161,0.19393233087708006
Cho2017,18,0,T1,mid,33,27.1198845874726,9.221857842324475,0.8053030303030304,0.4527355855743645,0.6094696969696969,0.2513652174955295
Cho2017,18,0,T1,late,34,1.5902944405348898,22.516979582663073,0.718560606060606,0.41564880841037666,0.6897058823529412,0.2908566927211613
Cho2017,18,0,T2,early,33,6.004295082892029,1.98124161945668,0.606439393939394,0.12680967351350758,0.6321969696969697,0.21838509180837096
Cho2017,18,0,T2,mid,33,3.7833532749368204,4.148472603411935,0.6462890625,0.18643486116736882,0.6482954545454546,0.17953586472279873
Cho2017,18,0,T2,late,34,4.634826735205961,4.27835563640506,0.6115530303030302,0.18979729775010365,0.6014705882352941,0.134629622165257
Cho2017,19,0,T1,early,33,2.7354612639945906,6.527877474241095,0.8246212121212122,0.44304104537094446,0.6869318181818181,0.279039561336083
Cho2017,19,0,T1,mid,33,1.4888205191413584,1.6044086634550774,0.6488636363636363,0.22035103786868615,0.6948863636363637,0.36144194644144856
Cho2017,19,0,T1,late,34,1.3702941248043983,1.227587761980444,0.7000000000000001,0.35987577002757654,0.6389705882352941,0.17303956285028776
Cho2017,19,0,T2,early,33,3.9173258479648534,2.1834835985707683,0.737109375,0.28264384430694645,0.6867424242424243,0.34349941822570207
Cho2017,19,0,T2,mid,33,2.678734440874253,1.6768669818918291,0.8453125,0.47983253100691287,0.6408203125,0.19710418440326766
Cho2017,19,0,T2,late,34,2.5447387131182615,1.3542867855865182,0.798828125,0.41368921115704044,0.6025735294117647,0.15340136859736048
Cho2017,20,0,T1,early,33,3.0651311844463387,2.8553161587325424,1.0293560606060606,0.6153275889974794,0.6638257575757576,0.2779062920114937
Cho2017,20,0,T1,mid,33,2.69835229215477,2.8462456868428965,0.6098484848484849,0.2207620148365067,0.631640625,0.12364438260434388
Cho2017,20,0,T1,late,34,99.38761739820933,2.0489519987716216,0.7856854838709678,0.5741122037115848,0.6685661764705884,0.22803047645918767
Cho2017,20,0,T2,early,33,10.482370144645035,2.6951757159539005,0.5607954545454545,0.11220787754150395,0.7007812499999999,0.42127199381567904
Cho2017,20,0,T2,mid,33,2.3069213783281097,1.5467922596465462,0.7582031250000001,0.43849618031002774,0.6083333333333333,0.16271595983756046
Cho2017,20,0,T2,late,34,6.166182379133169,2.443756797045654,0.8310661764705882,0.5682315940861908,0.6952205882352941,0.3622433765313459
Cho2017,21,0,T1,early,33,1.9318855363117375,1.5395240788674407,0.9955645161290322,0.7422723420070539,0.6553030303030302,0.2759372853482521
Cho2017,21,0,T1,mid,33,2.614350343944277,2.3563832162559115,0.8834821428571429,0.5296330810797033,0.7376953125,0.4092929437531905
Cho2017,21,0,T1,late,34,1.1174563366860273,6.157454571897131,0.8785,0.6436591683492126,0.6409926470588235,0.17922417039773897
Cho2017,21,0,T2,early,33,1.9560599959455323,1.2057399629649084,1.1502403846153846,0.7109262325168634,0.6486742424242424,0.14625823578013306
Cho2017,21,0,T2,mid,33,4.130292189932643,1.1789096740561755,0.8644396551724138,0.5887095569796632,0.593939393939394,0.09625424095936237
Cho2017,21,0,T2,late,34,2.111020404844126,1.4224833878301046,0.8274193548387097,0.5373233895411318,0.6261029411764705,0.1929506196128858
Cho2017,22,0,T1,early,33,3.222396782010891,13.396343736119551,0.7869318181818182,0.3733149123197874,0.8445075757575758,0.4516509005055302
Cho2017,22,0,T1,mid,33,7.333033428632997,5.485579116312607,0.8183712121212121,0.5389316280397367,0.6267578125,0.19711192573532899
Cho2017,22,0,T1,late,34,2.0708203890513346,3.3090166793787934,0.7492424242424243,0.4200180302986304,0.6251838235294118,0.17080371548539547
Cho2017,22,0,T2,early,33,16.45950631844103,8.9614860276786,0.8009765625,0.40458224190677056,0.6267578125000001,0.17066501916646493
Cho2017,22,0,T2,mid,33,6.087096475325517,2.605851909739821,0.7462890625,0.4096220013878602,0.6296875,0.17376798468072302
Cho2017,22,0,T2,late,34,6.409664927797858,10.720119197368387,0.7134765624999999,0.25742921022838217,0.6400735294117648,0.4112813930866651
Cho2017,23,0,T1,early,33,1.1230926060985997,3.809858207920386,0.6712121212121213,0.3725676780150971,0.6200757575757576,0.19084613710701223
Cho2017,23,0,T1,mid,33,14.792833829096335,7.295899495661797,0.70390625,0.3890617156116591,0.6573863636363637,0.207291645036476
Cho2017,23,0,T1,late,34,2.9056901209112223,1.671502829517196,0.6068181818181819,0.2565771361416165,0.6522058823529412,0.20632174750813273
Cho2017,23,0,T2,early,33,1.547835548668304,2.1900579634506996,0.5552734375,0.0888306930559961,0.7159090909090909,0.2861177696319709
Cho2017,23,0,T2,mid,33,5.178874876217507,1.4757566167161262,0.587109375,0.1964711725186659,0.7158203125,0.3280095941954707
Cho2017,23,0,T2,late,34,5.9264477861429,2.3340140737155592,0.5974264705882353,0.26970213369003043,0.645404411764706,0.20284799451213503
Cho2017,24,0,T1,early,33,1.9142830532676842,1.823654252955294,0.7967803030303031,0.3903279058454908,0.6425,0.19994400257738834
Cho2017,24,0,T1,mid,33,1.312451420637532,3.135917708444943,0.73828125,0.36850743478549725,0.7155303030303031,0.3299094558840749
Cho2017,24,0,T1,late,34,2.706727036653255,1.4608667996964744,0.791796875,0.479296556642111,0.7113636363636364,0.3463194416249006
Cho2017,24,0,T2,early,33,2.983978580916159,4.752308129034361,0.8662109375,0.5621241352192557,0.6477272727272727,0.21664746153493625
Cho2017,24,0,T2,mid,33,1.9703260973521872,1.6518076687059267,0.8486328125,0.4925116352701374,0.7705078125,0.3336193065993631
Cho2017,24,0,T2,late,34,1.7256160561730693,3.3305499494607917,0.8363636363636364,0.5349004583512269,0.7001838235294118,0.22459361428267965
Cho2017,25,0,T1,early,33,25.976232210701355,238.18556007120083,0.7056818181818181,0.257438410350839,0.675,0.41434676134412307
Cho2017,25,0,T1,mid,33,13.429508616192859,12.2869026571566,0.8348484848484848,0.5258764111180797,0.6454545454545455,0.39086173955637543
